phoneId,phoneNumber,network
"60900","07700 596399","T-Mobile"
"60905","07700 957116","T-Mobile"
"60924","07700 013942","Vodafone"
"60936","07700 045327","T-Mobile"
"60962","07700 861634","T-Mobile"
"60967","07700 177691","T-Mobile"
"61009","07700 782270","Orange"
"61054","07700 886883","Orange"
"61059","07700 281472","Three"
"61061","07700 320256","O2"
"61092","07700 643461","Three"
"61148","07700 921673","O2"
"61249","07700 505093","Three"
"61275","07700 897034","O2"
"61333","07700 229286","T-Mobile"
"61376","07700 207181","T-Mobile"
"61415","07700 116037","Vodafone"
"61434","07700 471527","T-Mobile"
"61439","07700 886530","T-Mobile"
"61477","07700 158108","T-Mobile"
"144528","07700 158535","Vodafone"
"144542","07700 836187","T-Mobile"
"144559","07700 161156","Three"
"144629","07700 544832","Orange"
"144650","07700 885252","Orange"
"144698","07700 204007","O2"
"144725","07700 331238","O2"
"144794","07700 727771","Vodafone"
"144799","07700 905016","O2"
"144807","07700 431789","Orange"
"144864","07700 899685","Orange"
"144927","07700 198008","T-Mobile"
"145002","07700 543446","O2"
"145033","07700 498823","Vodafone"
"145103","07700 282647","O2"
"145108","07700 957004","T-Mobile"
"145110","07700 111959","T-Mobile"
"145122","07700 295225","Orange"
"145127","07700 902300","Vodafone"
"145153","07700 511949","Three"
"145184","07700 399020","T-Mobile"
"145228","07700 844179","Vodafone"
"145261","07700 816768","O2"
"145273","07700 039335","Orange"
"145278","07700 752578","Three"
"145300","07700 165715","T-Mobile"
"145312","07700 848543","Three"
"145331","07700 207537","Orange"
"145374","07700 749065","O2"
"145379","07700 001949","Three"
"145393","07700 215054","Three"
"145470","07700 890491","Vodafone"
"145545","07700 890515","T-Mobile"
"145552","07700 345041","T-Mobile"
"145583","07700 414368","O2"
"145677","07700 775981","Vodafone"
"145711","07700 269847","Vodafone"
"145778","07700 065191","Vodafone"
"145780","07700 660251","Three"
"145800","07700 357089","T-Mobile"
"145812","07700 374486","Three"
"145901","07700 691761","Orange"
"145944","07700 654958","T-Mobile"
"145951","07700 022647","O2"
"145963","07700 176673","O2"
"146024","07700 159192","O2"
"146062","07700 718006","O2"
"146086","07700 416277","T-Mobile"
"146113","07700 259778","T-Mobile"
"142279","07700 992076","T-Mobile"
"142286","07700 348210","Three"
"142301","07700 860373","O2"
"142318","07700 391672","Vodafone"
"142375","07700 071121","O2"
"142469","07700 446952","Three"
"142471","07700 653502","T-Mobile"
"142508","07700 560188","Three"
"142541","07700 442067","T-Mobile"
"142558","07700 077098","Three"
"142589","07700 576349","T-Mobile"
"142647","07700 469622","Three"
"142661","07700 917441","Orange"
"142673","07700 878318","Orange"
"142678","07700 591294","T-Mobile"
"142685","07700 165884","Orange"
"142697","07700 824674","T-Mobile"
"142781","07700 935636","Orange"
"142832","07700 784742","Three"
"142837","07700 436797","T-Mobile"
"142882","07700 629135","Orange"
"142899","07700 094907","O2"
"142940","07700 520999","Three"
"142945","07700 785653","Vodafone"
"142957","07700 946212","Orange"
"142990","07700 091337","O2"
"143099","07700 909842","Orange"
"143152","07700 582545","Three"
"143169","07700 952885","Orange"
"143210","07700 874244","O2"
"143239","07700 499064","O2"
"143241","07700 128830","Vodafone"
"143253","07700 249885","O2"
"143272","07700 872480","O2"
"143380","07700 842699","T-Mobile"
"143417","07700 701674","Vodafone"
"143486","07700 455914","T-Mobile"
"143498","07700 815865","Orange"
"143520","07700 823854","Three"
"61484","07700 308059","Three"
"61516","07700 869960","O2"
"61528","07700 193528","Orange"
"61605","07700 105929","O2"
"61650","07700 265058","Vodafone"
"61713","07700 461451","T-Mobile"
"61718","07700 781088","T-Mobile"
"61749","07700 047777","O2"
"61756","07700 067377","T-Mobile"
"61763","07700 197816","Vodafone"
"61852","07700 855480","Vodafone"
"61915","07700 071281","O2"
"61941","07700 806133","Vodafone"
"61946","07700 112722","O2"
"61984","07700 351090","T-Mobile"
"62033","07700 597705","Three"
"62045","07700 337846","O2"
"62069","07700 155938","Three"
"62071","07700 876312","Orange"
"62076","07700 475482","Orange"
"62153","07700 687968","T-Mobile"
"62172","07700 076658","Orange"
"62177","07700 610607","T-Mobile"
"62235","07700 660248","Three"
"62242","07700 640116","Vodafone"
"62259","07700 943875","Three"
"62261","07700 257626","T-Mobile"
"62317","07700 938016","Three"
"62324","07700 739877","Vodafone"
"62343","07700 410256","Three"
"62401","07700 032376","Vodafone"
"62413","07700 901119","T-Mobile"
"62444","07700 028999","Three"
"62468","07700 761738","Orange"
"62499","07700 007647","Three"
"62526","07700 294896","Three"
"62588","07700 813540","O2"
"62595","07700 900346","Orange"
"62610","07700 540341","Three"
"62639","07700 168562","Orange"
"62716","07700 786711","T-Mobile"
"62742","07700 069875","O2"
"62766","07700 564368","Three"
"62780","07700 874538","Three"
"62920","07700 747420","Three"
"62944","07700 927642","Orange"
"62970","07700 808679","Vodafone"
"62999","07700 488126","Three"
"63081","07700 572038","Orange"
"63113","07700 481639","T-Mobile"
"63144","07700 592746","Three"
"63187","07700 237159","O2"
"63194","07700 951861","Vodafone"
"63214","07700 293457","Vodafone"
"63257","07700 224525","T-Mobile"
"63334","07700 132666","Three"
"63353","07700 154423","Vodafone"
"63389","07700 395803","O2"
"63391","07700 970721","Three"
"63442","07700 668676","O2"
"63466","07700 315814","Orange"
"63485","07700 764242","O2"
"63536","07700 917505","T-Mobile"
"63618","07700 899558","Vodafone"
"63620","07700 709265","Vodafone"
"63656","07700 299413","Three"
"63682","07700 639131","Orange"
"63694","07700 205799","O2"
"63707","07700 496962","O2"
"63776","07700 117511","Three"
"63783","07700 632498","O2"
"63790","07700 962826","Vodafone"
"63810","07700 422072","Vodafone"
"63827","07700 657858","Orange"
"59760","07700 026325","Orange"
"59765","07700 748459","T-Mobile"
"59777","07700 132523","Orange"
"59784","07700 556909","Orange"
"59804","07700 751093","O2"
"59835","07700 583808","Orange"
"59842","07700 982659","Orange"
"59854","07700 125125","Three"
"59986","07700 548638","Orange"
"60010","07700 621174","Orange"
"60135","07700 242824","O2"
"60154","07700 111627","Orange"
"60159","07700 173899","O2"
"60243","07700 289115","Vodafone"
"60286","07700 886938","O2"
"60313","07700 895842","Orange"
"62927","07700 257697","T-Mobile"
"62977","07700 167316","Orange"
"63071","07700 482503","Three"
"63088","07700 431233","Vodafone"
"63090","07700 027784","T-Mobile"
"63153","07700 782031","T-Mobile"
"63172","07700 838182","T-Mobile"
"63216","07700 690242","Three"
"63317","07700 898370","O2"
"63329","07700 062295","Vodafone"
"63379","07700 266823","T-Mobile"
"63425","07700 260642","Vodafone"
"63437","07700 386576","T-Mobile"
"63456","07700 168862","T-Mobile"
"63482","07700 935819","T-Mobile"
"63502","07700 146870","Vodafone"
"63533","07700 420381","O2"
"63627","07700 165172","Three"
"63747","07700 861447","Orange"
"63773","07700 771254","Vodafone"
"63778","07700 649928","T-Mobile"
"63785","07700 682260","O2"
"63901","07700 866105","T-Mobile"
"63906","07700 418851","Three"
"64062","07700 027919","Vodafone"
"64101","07700 421226","O2"
"64120","07700 140680","O2"
"64125","07700 234392","Three"
"64168","07700 796804","Orange"
"64182","07700 610885","Vodafone"
"64187","07700 077549","Orange"
"64194","07700 173168","Orange"
"64221","07700 135940","O2"
"64283","07700 027514","T-Mobile"
"64290","07700 797717","O2"
"64310","07700 396198","T-Mobile"
"64322","07700 756023","T-Mobile"
"64365","07700 640891","O2"
"64384","07700 608692","Three"
"64396","07700 487496","T-Mobile"
"368","07700 241652","O2"
"394","07700 570179","T-Mobile"
"402","07700 274385","T-Mobile"
"419","07700 343109","Three"
"421","07700 817053","Three"
"440","07700 703867","T-Mobile"
"445","07700 532422","Orange"
"60457","07700 112083","Orange"
"60469","07700 585293","Vodafone"
"60515","07700 653729","Orange"
"60616","07700 502406","Vodafone"
"60623","07700 778437","T-Mobile"
"60654","07700 141950","Three"
"60659","07700 206721","Three"
"60786","07700 874698","Three"
"60798","07700 291447","Orange"
"60825","07700 476886","Orange"
"60849","07700 924321","Three"
"60919","07700 822504","T-Mobile"
"60940","07700 691079","Orange"
"60964","07700 635229","T-Mobile"
"61020","07700 784735","Vodafone"
"61051","07700 394968","O2"
"61087","07700 506383","T-Mobile"
"61102","07700 033390","O2"
"61169","07700 533659","O2"
"61188","07700 255513","O2"
"61190","07700 278463","T-Mobile"
"61215","07700 889085","Vodafone"
"61284","07700 873227","Orange"
"61328","07700 689669","T-Mobile"
"61431","07700 361027","Three"
"61448","07700 690589","O2"
"61563","07700 964261","O2"
"61575","07700 569640","Orange"
"61587","07700 457129","O2"
"61599","07700 194225","Orange"
"61619","07700 617003","Orange"
"61683","07700 144308","O2"
"61688","07700 931484","T-Mobile"
"61703","07700 572483","T-Mobile"
"61708","07700 051315","O2"
"61784","07700 021519","O2"
"61823","07700 389564","O2"
"61912","07700 097498","T-Mobile"
"61948","07700 691972","Vodafone"
"61950","07700 497867","Vodafone"
"61955","07700 696751","Vodafone"
"61998","07700 994766","O2"
"62085","07700 042562","T-Mobile"
"62237","07700 558717","Three"
"62263","07700 177200","T-Mobile"
"62268","07700 865382","T-Mobile"
"62314","07700 444073","Vodafone"
"62333","07700 580646","Three"
"62352","07700 086283","T-Mobile"
"62410","07700 835218","Orange"
"62489","07700 080509","T-Mobile"
"62491","07700 227259","Orange"
"62504","07700 074278","Vodafone"
"62511","07700 313098","Orange"
"62523","07700 102799","O2"
"62528","07700 309501","Three"
"62554","07700 770053","Three"
"62580","07700 214973","Three"
"62600","07700 418664","T-Mobile"
"62629","07700 879666","Orange"
"62631","07700 514826","T-Mobile"
"62667","07700 001842","Orange"
"62725","07700 414120","O2"
"62744","07700 364042","Orange"
"62763","07700 736049","Three"
"62821","07700 796715","O2"
"62857","07700 794211","T-Mobile"
"15278","07700 272109","O2"
"15343","07700 671154","Vodafone"
"15348","07700 958936","Three"
"15355","07700 439420","Orange"
"15406","07700 706918","Orange"
"15418","07700 036400","T-Mobile"
"15425","07700 300165","Vodafone"
"15444","07700 566270","T-Mobile"
"15468","07700 467064","Three"
"15482","07700 347935","T-Mobile"
"15494","07700 432497","O2"
"15499","07700 538081","Vodafone"
"15507","07700 980900","T-Mobile"
"15533","07700 370256","Three"
"15552","07700 498341","O2"
"15595","07700 753765","Three"
"15615","07700 081145","T-Mobile"
"15634","07700 770197","Vodafone"
"15658","07700 284509","Vodafone"
"15660","07700 919663","Three"
"15735","07700 561714","O2"
"15780","07700 345099","T-Mobile"
"15850","07700 914922","O2"
"15855","07700 835105","Vodafone"
"15862","07700 523606","Orange"
"15913","07700 094120","T-Mobile"
"15920","07700 978863","O2"
"16005","07700 328021","T-Mobile"
"16031","07700 891853","T-Mobile"
"16048","07700 729439","Three"
"16055","07700 522130","Vodafone"
"16062","07700 547251","T-Mobile"
"16074","07700 645766","Orange"
"16086","07700 895763","Orange"
"16125","07700 583235","O2"
"66479","07700 218883","Vodafone"
"66501","07700 911122","Vodafone"
"66607","07700 414897","O2"
"66671","07700 944372","T-Mobile"
"66676","07700 806581","O2"
"66690","07700 169134","O2"
"66791","07700 532940","O2"
"66861","07700 652788","Vodafone"
"66873","07700 201960","Vodafone"
"66897","07700 662436","Vodafone"
"66912","07700 094770","Orange"
"66993","07700 086652","Vodafone"
"67073","07700 869055","Vodafone"
"67218","07700 453141","Orange"
"67244","07700 001278","T-Mobile"
"67302","07700 552662","Orange"
"67357","07700 453750","Vodafone"
"67364","07700 310803","O2"
"67388","07700 160987","T-Mobile"
"67395","07700 365791","O2"
"67439","07700 012531","Three"
"67484","07700 654923","Three"
"67504","07700 173132","T-Mobile"
"67561","07700 719766","Vodafone"
"67578","07700 483326","Vodafone"
"67636","07700 231202","Three"
"67667","07700 171072","Orange"
"67681","07700 890539","T-Mobile"
"67713","07700 188248","Vodafone"
"67744","07700 886456","Orange"
"67751","07700 175600","Vodafone"
"67768","07700 610829","T-Mobile"
"67782","07700 905668","T-Mobile"
"67794","07700 647515","O2"
"67799","07700 331079","Vodafone"
"67833","07700 890530","T-Mobile"
"67838","07700 684135","O2"
"67852","07700 604348","Orange"
"67972","07700 803270","Three"
"68110","07700 324951","T-Mobile"
"68177","07700 350407","T-Mobile"
"68230","07700 763787","Vodafone"
"16341","07700 819868","T-Mobile"
"16346","07700 624331","T-Mobile"
"16428","07700 336863","Three"
"16442","07700 882816","Three"
"16459","07700 441979","Vodafone"
"16500","07700 151430","Three"
"16512","07700 397504","Vodafone"
"68254","07700 919698","O2"
"68292","07700 369151","Three"
"68329","07700 404394","Three"
"68343","07700 769485","O2"
"68348","07700 962448","T-Mobile"
"68381","07700 938712","Orange"
"68406","07700 969564","Three"
"68418","07700 081467","Vodafone"
"68449","07700 365521","Orange"
"68487","07700 695984","O2"
"68514","07700 323819","Vodafone"
"68533","07700 999568","Three"
"68538","07700 312191","O2"
"68610","07700 644509","T-Mobile"
"68634","07700 755856","Three"
"68709","07700 850096","Vodafone"
"68735","07700 544496","T-Mobile"
"68759","07700 430571","Vodafone"
"68792","07700 162849","Orange"
"68797","07700 422622","O2"
"68800","07700 631262","O2"
"68831","07700 346551","Orange"
"68881","07700 888484","T-Mobile"
"68893","07700 300241","Three"
"68898","07700 472167","Vodafone"
"68956","07700 319165","Orange"
"68970","07700 273481","T-Mobile"
"68982","07700 420958","Three"
"68987","07700 591339","Vodafone"
"69000","07700 262761","Three"
"69151","07700 264368","Vodafone"
"69187","07700 807809","Orange"
"69199","07700 343665","O2"
"69226","07700 005230","T-Mobile"
"69310","07700 351956","Three"
"69327","07700 562807","Vodafone"
"69334","07700 957122","T-Mobile"
"69365","07700 850522","Vodafone"
"69454","07700 446711","T-Mobile"
"69459","07700 660283","O2"
"69473","07700 287950","O2"
"69543","07700 891695","Three"
"69579","07700 969763","Three"
"69740","07700 775701","Three"
"69757","07700 242861","T-Mobile"
"69839","07700 726523","Vodafone"
"69865","07700 953638","Vodafone"
"69891","07700 567237","O2"
"69904","07700 088082","T-Mobile"
"71973","07700 209550","Orange"
"71985","07700 990459","T-Mobile"
"71992","07700 090876","Vodafone"
"71997","07700 157961","Orange"
"72003","07700 655001","Orange"
"72053","07700 934058","Vodafone"
"72072","07700 772211","Orange"
"72109","07700 005284","Vodafone"
"72116","07700 717325","Three"
"72130","07700 869373","Orange"
"72135","07700 908266","Vodafone"
"72173","07700 250118","Vodafone"
"72267","07700 995104","Three"
"72281","07700 304238","T-Mobile"
"72356","07700 252030","T-Mobile"
"72375","07700 346597","Three"
"72421","07700 309198","O2"
"72438","07700 232118","T-Mobile"
"72464","07700 005704","T-Mobile"
"72495","07700 556474","Three"
"72508","07700 304679","O2"
"72534","07700 913443","Vodafone"
"72572","07700 858129","O2"
"72577","07700 620961","Three"
"72596","07700 718130","Orange"
"72616","07700 178948","Three"
"72647","07700 894760","T-Mobile"
"72659","07700 449359","T-Mobile"
"72680","07700 226344","T-Mobile"
"72692","07700 714315","O2"
"72705","07700 718304","Vodafone"
"72717","07700 896832","O2"
"72806","07700 758513","Orange"
"72945","07700 512109","Vodafone"
"72976","07700 293864","O2"
"72983","07700 270131","Orange"
"73037","07700 785295","T-Mobile"
"73049","07700 213765","Orange"
"73164","07700 465334","Three"
"73215","07700 668519","T-Mobile"
"73253","07700 986370","Vodafone"
"73316","07700 617204","Orange"
"73330","07700 259677","Vodafone"
"73378","07700 130332","T-Mobile"
"73385","07700 796367","Orange"
"73397","07700 563045","O2"
"73532","07700 442751","Vodafone"
"73549","07700 431363","Orange"
"73570","07700 114260","Vodafone"
"73587","07700 743046","Orange"
"73599","07700 866754","O2"
"73602","07700 268271","O2"
"73614","07700 785675","O2"
"73621","07700 871119","T-Mobile"
"73695","07700 462962","O2"
"73715","07700 245737","Three"
"73758","07700 598657","O2"
"73796","07700 988281","T-Mobile"
"73936","07700 719958","Orange"
"74004","07700 236791","O2"
"74028","07700 785478","Three"
"74035","07700 753500","T-Mobile"
